Timestamp,Neck_Flexion_deg,Trunk_Flexion_deg,R_Shoulder_Flexion_deg,L_Shoulder_Flexion_deg,R_Elbow_Flexion_deg,L_Elbow_Flexion_deg,R_Wrist_Deviation_deg,L_Wrist_Deviation_deg,R_Hip_Flexion_deg,L_Hip_Flexion_deg,R_Knee_Flexion_deg,L_Knee_Flexion_deg,neck,trunk,r_shoulder,l_shoulder,shoulder,r_elbow,l_elbow,elbow,r_wrist,l_wrist,wrist,r_hip,l_hip,hip,r_knee,l_knee,knee,neck_vel,neck_duration,neck_freq,trunk_vel,trunk_duration,trunk_freq,shoulder_vel,shoulder_duration,shoulder_freq,elbow_vel,elbow_duration,elbow_freq,wrist_vel,wrist_duration,wrist_freq,hip_vel,hip_duration,hip_freq,knee_vel,knee_duration,knee_freq,risk_score_raw,conditions,main_condition,severity,location,anomaly,risk_score,condition_code,location_code,severity_code
2024-01-01 00:00:00.000,18.973713224089863,23.482862476668185,74.86499169950432,68.38293828046241,107.67640349540899,80.4589188198587,24.757828059144217,21.79627645714529,34.32622760062267,22.127810544736686,30.618407128781946,1.4736873713459673,18.973713224089863,23.482862476668185,74.86499169950432,68.38293828046241,74.86499169950432,107.67640349540899,80.4589188198587,107.67640349540899,24.757828059144217,21.79627645714529,24.757828059144217,34.32622760062267,22.127810544736686,34.32622760062267,30.618407128781946,1.4736873713459673,30.618407128781946,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6319830645803345,"['de_quervain', 'elbow_strain', 'postural_kyphosis', 'rotator_cuff_tendinitis', 'shoulder_bursitis', 'shoulder_impingement', 'wrist_tendinitis']",rotator_cuff_tendinitis,low,elbow,0,0.5308504680465944,13,0,0
2024-01-01 00:00:00.033,13.893885590630523,41.870463948986696,60.190537065234,48.44346224777588,65.55825926976861,47.6696784943244,11.914692880032703,3.710310523341975,56.70378809346363,50.605704966758935,39.0910632099129,18.89315956864089,13.893885590630523,41.870463948986696,60.190537065234,48.44346224777588,60.190537065234,65.55825926976861,47.6696784943244,65.55825926976861,11.914692880032703,3.710310523341975,11.914692880032703,56.70378809346363,50.605704966758935,56.70378809346363,39.0910632099129,18.89315956864089,39.0910632099129,5.07982763345934,0.0,0.0,18.38760147231851,2.0,0.0,14.674454634270319,2.0,0.0,42.11814422564038,1.0,1.0,12.843135179111513,1.0,0.0,22.377560492840956,2.0,1.0,8.472656081130957,0.0,0.0,0.6026674265669354,"['hip_flexor_strain', 'low_back_pain', 'postural_kyphosis', 'shoulder_bursitis', 'shoulder_impingement']",low_back_pain,low,elbow,0,0.493478769819669,9,0,0
2024-01-01 00:00:00.066,20.18150830480554,10.634801541945087,42.02719729046523,45.116529299250594,69.00120386345468,73.63155785336221,13.675709800986485,10.236857828045537,35.39095134069865,2.760287312441003,1.7046440196390673,14.868290516739519,20.18150830480554,10.634801541945087,42.02719729046523,45.116529299250594,45.116529299250594,69.00120386345468,73.63155785336221,73.63155785336221,13.675709800986485,10.236857828045537,13.675709800986485,35.39095134069865,2.760287312441003,35.39095134069865,1.7046440196390673,14.868290516739519,14.868290516739519,6.287622714175017,1.0,0.0,31.23566240704161,2.0,1.0,15.074007765983403,2.0,0.0,8.073298583593598,1.0,1.0,1.7610169209537823,1.0,0.0,21.31283675276498,3.0,1.0,24.222772693173383,0.0,1.0,0.425666995180124,"['shoulder_bursitis', 'tech_neck']",tech_neck,low,elbow,0,0.2678378779243552,16,0,0
2024-01-01 00:00:00.099,27.184238851264205,25.795842217637382,46.35853897076459,20.83128702710624,67.3692644329665,55.71142312757948,4.083176895167721,2.9268622378836744,28.66288692531893,16.16223576740539,1.113618674544874,13.250785988429605,27.184238851264205,25.795842217637382,46.35853897076459,20.83128702710624,46.35853897076459,67.3692644329665,55.71142312757948,67.3692644329665,4.083176895167721,2.9268622378836744,4.083176895167721,28.66288692531893,16.16223576740539,28.66288692531893,1.113618674544874,13.250785988429605,13.250785988429605,7.002730546458665,2.0,0.0,15.161040675692295,3.0,1.0,1.2420096715139977,2.0,0.0,6.262293420395707,1.0,1.0,9.592532905818764,1.0,0.0,6.72806441537972,3.0,1.0,1.6175045283099134,0.0,1.0,0.45911872271782017,"['cervicalgia', 'postural_kyphosis', 'shoulder_bursitis', 'tech_neck']",cervicalgia,low,elbow,0,0.3104822804148184,2,0,0
2024-01-01 00:00:00.132,13.126773002213312,5.099173244233819,55.760859099565764,37.20669546958109,77.71080520894503,60.08895790443571,10.503694909940462,13.671673343151229,10.98176626608524,16.974147052953057,11.573492186860658,18.632454107722246,13.126773002213312,5.099173244233819,55.760859099565764,37.20669546958109,55.760859099565764,77.71080520894503,60.08895790443571,77.71080520894503,10.503694909940462,13.671673343151229,13.671673343151229,10.98176626608524,16.974147052953057,16.974147052953057,11.573492186860658,18.632454107722246,18.632454107722246,14.057465849050892,2.0,0.0,20.69666897340356,3.0,1.0,9.402320128801172,3.0,0.0,10.34154077597853,1.0,1.0,9.588496447983507,1.0,0.0,11.688739872365872,3.0,1.0,5.381668119292641,0.0,1.0,0.3674408572446787,"['shoulder_bursitis', 'shoulder_impingement']",shoulder_impingement,low,elbow,0,0.19361095320764854,15,0,0
2024-01-01 00:00:00.165,26.667685560291865,58.280160803459296,44.11554889726589,49.79169323626366,74.29195699180399,65.71406400300377,18.96720583209369,27.156189306722595,48.8976196486551,33.59535912481471,0.0,18.116064237838497,26.667685560291865,58.280160803459296,44.11554889726589,49.79169323626366,49.79169323626366,74.29195699180399,65.71406400300377,74.29195699180399,18.96720583209369,27.156189306722595,27.156189306722595,48.8976196486551,33.59535912481471,48.8976196486551,0.0,18.116064237838497,18.116064237838497,13.540912558078553,3.0,0.0,53.18098755922548,4.0,2.0,5.969165863302102,3.0,0.0,3.418848217141047,1.0,1.0,13.484515963571367,2.0,0.0,31.923472595702044,4.0,2.0,0.5163898698837492,0.0,1.0,0.760480133383808,"['cervicalgia', 'de_quervain', 'hip_flexor_strain', 'low_back_pain', 'lumbar_disc_hernia_risk', 'muscle_fatigue', 'postural_kyphosis', 'shoulder_bursitis', 'tech_neck', 'wrist_tendinitis']",lumbar_disc_hernia_risk,medium,elbow,0,0.694659070000712,10,0,1
2024-01-01 00:00:00.198,51.373366414216264,18.180643425509892,17.732282125052116,46.27060483656894,98.59479905879874,63.20763422410161,42.68498883027763,35.76144824349433,23.017974389634578,17.395021339051443,20.871480681068828,30.93029848169116,51.373366414216264,18.180643425509892,17.732282125052116,46.27060483656894,46.27060483656894,98.59479905879874,63.20763422410161,98.59479905879874,42.68498883027763,35.76144824349433,42.68498883027763,23.017974389634578,17.395021339051443,23.017974389634578,20.871480681068828,30.93029848169116,30.93029848169116,24.7056808539244,4.0,1.0,40.099517377949404,4.0,3.0,3.521088399694719,3.0,0.0,24.302842066994756,2.0,2.0,15.528799523555037,3.0,1.0,25.879645259020524,4.0,3.0,12.814234243852663,0.0,1.0,0.7697855548819227,"['carpal_tunnel', 'cervical_disc_risk', 'cervicalgia', 'de_quervain', 'muscle_fatigue', 'shoulder_bursitis', 'tech_neck', 'wrist_tendinitis']",cervical_disc_risk,medium,elbow,0,0.7065216603336577,1,0,1
2024-01-01 00:00:00.231,43.38063549644035,55.974729422079605,60.608812568303215,28.271943691791627,64.23784752502203,39.85841537760597,17.36960079789325,19.04820294772083,12.227957125635275,24.154204847503294,16.981724970006656,0.0,43.38063549644035,55.974729422079605,60.608812568303215,28.271943691791627,60.608812568303215,64.23784752502203,39.85841537760597,64.23784752502203,17.36960079789325,19.04820294772083,19.04820294772083,12.227957125635275,24.154204847503294,24.154204847503294,16.981724970006656,0.0,16.981724970006656,7.992730917775916,5.0,1.0,37.79408599656971,5.0,4.0,14.338207731734272,4.0,0.0,34.35695153377671,2.0,3.0,23.6367858825568,3.0,2.0,1.1362304578687166,4.0,3.0,13.948573511684504,0.0,1.0,0.7494063416474626,"['cervical_disc_risk', 'cervicalgia', 'low_back_pain', 'lumbar_disc_hernia_risk', 'muscle_fatigue', 'postural_kyphosis', 'shoulder_bursitis', 'shoulder_impingement', 'tech_neck', 'wrist_tendinitis']",lumbar_disc_hernia_risk,medium,elbow,0,0.6805421538752854,10,0,1
2024-01-01 00:00:00.264,11.244204912520383,30.04737522503641,63.82393244872577,46.23855211396661,96.89278416347888,85.72718031744975,12.491028443732848,3.3414951954291725,52.148919817116436,36.27754143372094,15.495192029334595,16.02163774033869,11.244204912520383,30.04737522503641,63.82393244872577,46.23855211396661,63.82393244872577,96.89278416347888,85.72718031744975,96.89278416347888,12.491028443732848,3.3414951954291725,12.491028443732848,52.148919817116436,36.27754143372094,52.148919817116436,15.495192029334595,16.02163774033869,16.02163774033869,32.13643058391997,5.0,2.0,25.927354197043194,6.0,4.0,3.215119880422556,5.0,0.0,32.654936638456846,3.0,4.0,6.557174503987984,3.0,2.0,27.994714969613142,5.0,4.0,0.9600872296679661,0.0,1.0,0.5468502989390179,"['hip_flexor_strain', 'low_back_pain', 'postural_kyphosis', 'shoulder_bursitis', 'shoulder_impingement']",low_back_pain,low,elbow,0,0.4223228615412652,9,0,0
2024-01-01 00:00:00.297,19.340480348687716,41.668840348163116,17.533258625993348,53.7233387770666,42.82384261152421,82.01613828138346,2.64047395373344,0.0,17.256990814639845,26.861306503259915,8.80637298409214,1.8415300302774948,19.340480348687716,41.668840348163116,17.533258625993348,53.7233387770666,53.7233387770666,42.82384261152421,82.01613828138346,82.01613828138346,2.64047395373344,0.0,2.64047395373344,17.256990814639845,26.861306503259915,26.861306503259915,8.80637298409214,1.8415300302774948,8.80637298409214,8.096275436167334,5.0,2.0,11.621465123126704,7.0,4.0,10.100593671659169,6.0,0.0,14.876645882095417,4.0,4.0,9.850554489999407,3.0,2.0,25.28761331385652,5.0,5.0,7.215264756246549,0.0,1.0,0.5067811166699636,"['low_back_pain', 'postural_kyphosis', 'shoulder_bursitis', 'shoulder_impingement']",low_back_pain,low,elbow,0,0.371242500019734,9,0,0
